feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,category,target
-2.319246667,-0.387699916,-0.773549498,-0.413615666,2.412534622,1.099610619,0.204994926,2.019716139,low,0
-1.641896594,-0.397679694,1.77747182,-1.184030558,2.750917787,-3.074747463,-0.864080846,-1.734121016,mid,1
-2.906801399,0.322974504,-0.508340746,-0.061003972,1.90067733,1.724474598,0.673298942,2.324041194,low,0
-2.432034294,-1.042577695,-0.634099924,-1.172233753,2.513327387,-2.502532637,-3.271938215,2.896284993,low,1
-1.680540783,-0.856498237,1.139341498,0.097670377,1.121914559,-2.193701537,-2.939469332,1.527403593,mid,1
0.31666904,-1.668599259,1.713742998,1.05872853,-0.766127831,1.633112869,0.535691023,-0.49824671,mid,1
0.233933355,-0.093636189,2.294804602,1.325796648,2.929234617,-1.385962606,-1.740904453,-1.381998546,mid,0
1.027784038,1.589838978,1.139285309,0.574071221,-0.786565077,1.393422788,0.863163628,-1.08737965,mid,1
0.160984235,0.428316692,0.479769146,0.077156496,0.022527051,1.114061718,1.543565192,-1.113907385,mid,1
-1.625496874,-1.270061089,-2.677700752,0.286955854,0.278358163,0.242833881,-2.288764253,4.90486067,mid,0
-2.126300663,-0.622034806,-0.108059066,0.582737583,0.898474081,-1.564063314,-3.150316558,3.214438702,low,1
-1.953547442,4.689326403,-0.399322788,21.18293846,4.306711747,-2.654614475,-1.159888435,-0.006945952,low,1
-1.229903873,4.049927914,0.650109813,22.15084338,2.683626901,-1.913394227,-0.775892644,-0.647325297,mid,1
1.561028625,-0.389923707,-0.2820003,0.15805349,-3.82071915,1.421076979,2.064091994,-1.088299206,high,1
1.243261072,0.522250636,1.479755304,-0.097915246,-1.502227706,1.448209737,0.712719185,-1.107185219,high,1
1.159552432,-0.881068337,1.03310509,-0.712220764,-1.417571376,1.036102901,1.66612064,-1.970619258,mid,1
1.64410715,18.42911002,0.487879847,25.3643097,0.859764304,3.171141736,-0.754569601,1.239238287,high,0
-2.024164097,-0.477645583,-0.573807774,-1.255135372,-0.441725791,3.357896248,-2.060532769,5.897259218,low,0
-1.788126177,-1.349576212,-1.250923905,-0.415213768,2.764551467,0.423814777,-0.838142914,2.417064857,mid,0
-1.066040422,-1.292625347,1.98772882,-0.532168563,-2.063400671,2.218984972,0.983138735,0.479043295,mid,1
-1.431668708,0.355668949,1.265419776,0.191577396,0.398758181,-1.36987444,-2.359656719,1.431901469,mid,1
0.254849745,2.485189917,0.837879883,0.264775311,2.393257419,2.166017649,0.865644832,-0.545912616,mid,0
1.932565588,-1.153350511,0.818557551,1.137314542,-1.280720024,1.10745402,0.90978114,-1.623847201,high,1
2.426971752,-0.952316381,-0.804118555,-0.676995138,-1.666176187,0.209322382,2.896145283,-3.365260828,high,1
1.834390153,0.25775254,2.43186727,-1.241760575,2.017934526,-0.171097609,-1.684502365,-1.588001006,high,0
3.068920188,-1.731201303,0.531525146,1.494938227,2.088845527,1.731688451,0.918327179,-2.489947527,high,0
0.555281466,0.706078914,0.513445824,-0.242681277,-4.240669577,1.559009413,2.373984021,-1.0109898,mid,1
-2.742205892,0.346709978,-0.833440133,2.511556552,2.313625228,0.07560039,-1.599484588,3.377577608,low,0
1.340685127,0.400481387,3.546944411,0.131065186,-3.290638722,1.752321693,0.724572134,-1.839858261,high,1
-0.046877463,1.090861671,3.401311237,-0.462939512,-1.000412057,0.288834017,1.112776261,-2.631061466,mid,1
2.552095772,0.36761984,-0.285462985,0.14808942,-2.151452403,0.702155805,2.084681747,-2.570236342,high,1
-1.008921805,-1.154362668,0.183348903,-1.751828807,-0.03998297,1.907142279,-1.809263696,3.512658718,mid,0
-0.491682825,0.195481732,3.745029022,-0.098845201,-0.609655165,2.334648517,-0.534132441,0.265680293,mid,1
1.826422481,1.223083067,0.014348532,-0.2588544,1.552151087,2.015215938,0.748707824,-0.911299241,high,0
-1.097625084,-1.390221925,0.855867269,0.157761439,0.660627796,-0.354354497,-1.728229544,1.472819346,mid,1
1.506234919,-1.514470309,0.130084326,0.321593211,-0.170831957,3.184914513,-0.919547601,1.916000133,high,0
-1.871861503,0.960304796,1.297823048,0.462483624,0.202564285,-1.259760389,-3.123843653,2.532491071,mid,1
1.649449568,0.231445923,1.682404252,0.646489538,-1.507904915,1.146384424,1.033312687,-1.992109133,high,1
-0.150795817,-0.111508827,-1.873610881,-0.804966481,2.590552569,0.216245184,-0.483801277,1.273628639,mid,0
-0.906120773,-0.164335206,0.643882496,0.212093353,3.639706826,-1.893399538,0.961935204,-2.671027465,mid,1
-1.533073165,-1.843793583,0.780254201,-0.890317848,1.546480072,-1.086141525,-0.77981583,0.253313992,mid,1
1.156370737,-1.31713192,1.386807063,0.776027914,-0.193827323,1.481747591,0.122398365,-0.685958821,mid,1
-1.561363358,-1.365824155,2.729471566,-0.14896931,0.232249444,2.052868855,0.380836247,0.35466102,mid,1
-0.957680099,0.14304877,1.451522659,0.849611989,1.797863092,-1.00510792,0.159625661,-1.402887063,mid,1
2.196253867,1.082691054,1.930030509,-0.471124652,1.402645326,1.022884588,-1.407313727,-0.882112029,high,0
0.511262685,0.09806754,1.773537234,1.295871782,1.758111529,-0.133356266,-1.636277951,-0.294958325,mid,0
1.099415683,1.276965386,1.778855194,0.338023481,1.115377712,1.054584753,0.244785928,-1.542387366,mid,1
-3.036713505,0.692857584,1.606708333,0.582571319,1.503693802,-4.106150312,-3.795067018,1.616920196,low,1
0.892492843,-0.053904849,1.111187147,-0.98230358,-2.207460599,1.425103048,1.440863005,-1.213173626,mid,1
1.412440178,-0.964705426,0.90004747,1.628468555,0.668299739,1.126565951,0.524751496,-1.353502647,high,1
3.598831348,-0.089234154,0.349921401,-0.037570645,0.963791719,3.212780478,0.33559992,-0.984282783,high,0
2.692815109,-0.606503388,0.950754307,0.455904195,1.510126846,2.525939227,-0.186895257,-0.813642016,high,0
-0.938617074,1.608780856,1.760865405,0.82822969,0.62265124,-1.110903298,-1.597419999,0.222450002,mid,1
-0.187897934,0.712712029,1.39673193,-1.883150208,-0.90616879,1.658488563,0.940851226,-0.31380618,mid,1
-2.331543968,1.428857708,-0.214399724,-1.474132132,3.281802918,-2.29572133,-2.5115712,1.846485673,low,1
-1.081812118,-0.127654682,-1.719340036,-0.560607637,0.745011528,-0.080135666,-0.358147813,1.860417844,mid,0
2.230916899,-0.528977708,0.908228289,-1.056557643,1.328544934,1.500755235,-0.308339503,-1.004774154,high,0
0.345776703,-0.695694877,-1.908480021,-0.918126983,-1.092323206,1.522134507,-1.433981239,3.467285462,mid,0
-0.679377833,-1.912254975,1.482785611,-0.068634046,-0.12489823,0.459858874,-3.016834948,2.730743739,mid,0
-1.496764683,0.25719897,2.028704733,-0.240665175,-0.623942531,-0.574933036,-1.75248571,1.183091295,mid,1
1.808369948,0.283751024,-0.15728146,-0.987873341,0.802337454,0.367823292,1.645890343,-2.566532246,high,1
-0.115867216,-0.454547719,-0.174081247,-0.218653277,1.582993806,1.387453036,-1.537635487,2.208732633,mid,0
1.865815197,1.239584006,-0.532788841,-0.396229678,2.559456918,0.289529784,-0.725433772,-0.565770401,high,0
2.218310084,-0.583599326,-0.490091139,1.038378851,0.603336587,3.321044465,0.513869136,0.398585897,high,0
-0.448200035,1.191707497,-2.053287175,-0.08371796,0.053024386,1.323718423,-1.443797541,3.721057332,mid,0
-1.486651478,1.325432109,1.557058924,-1.406815009,-0.140806584,-1.099124354,-2.585754359,1.795631627,mid,1
-1.251937881,-1.143019312,-2.603491971,0.820158187,1.221805251,-0.556465946,-1.042787563,2.728570504,mid,0
-1.861735627,-0.995148482,-0.064236299,-0.181503162,1.865703218,-1.628920056,-3.235267833,2.854009648,mid,1
-0.798880055,-0.349439327,0.793485499,-0.772568749,0.344519776,0.111145804,-0.792234555,0.80350069,mid,1
2.908158936,0.775155494,0.863844734,0.553040086,1.900425453,2.116372647,0.224922027,-1.638852979,high,0
1.284872293,-0.077443461,2.370983847,-1.195293764,-0.154255126,1.155680421,0.495863234,-1.924740485,high,1
0.015129405,0.079597862,2.985856937,0.554057771,-2.266859397,2.041923155,0.622260881,-0.558537383,mid,1
1.003782547,-0.215667638,1.627691414,-0.87296109,-2.628182216,1.71329881,0.777255996,-0.693860324,mid,1
1.72955319,0.61021617,0.819279468,0.156972961,1.929006317,1.398746322,-0.121583145,-0.986866312,high,0
-0.197444308,-3.294586952,-2.65826666,24.88229841,-0.26502075,-0.207335929,-1.339965,2.877976431,mid,0
-0.445563111,-0.12373268,-0.063557798,0.45780561,0.671854739,2.534023577,-0.762812436,2.570161403,mid,0
-1.410416942,0.815501022,-2.990310026,-0.048088507,0.041639617,-0.057481799,-1.227370123,3.802886339,mid,0
1.626434311,-0.593811408,-0.06762425,-0.16563141,-2.337040184,1.203672023,1.50497025,-1.178529083,high,1
1.902474345,0.881407529,0.889795292,0.721135363,-1.066946947,0.818681082,1.419148343,-2.357315311,high,1
2.022468821,-0.780199129,1.433390942,1.330574904,-2.451671676,1.231789719,1.309917431,-2.101601301,high,1
-0.214604083,0.43597539,2.712027572,-2.532246085,-2.459930527,1.767578074,1.310929684,-1.032374112,mid,1
2.011830988,-1.654887436,0.439185714,-0.960046295,2.940171888,1.044149487,1.325731213,-2.74607631,high,0
-0.16116104,-2.196127821,1.544475695,-0.162123975,1.458011492,0.291888916,1.063568889,-1.912182823,mid,1
-0.233414404,0.95838582,-0.111647407,0.051660977,2.53717696,1.133578936,-0.759103322,1.15692003,mid,0
-1.37608682,-0.501784193,-1.264762682,-1.372465548,0.36911388,0.837377977,-2.208270902,4.20077291,mid,0
0.958966256,-0.409686593,1.116620767,0.71232216,-2.939829324,1.792217827,1.069074372,-0.520928144,mid,1
1.847875527,-0.550115283,-0.02978178,-0.147025423,-2.423439124,0.772528138,2.409742919,-2.46117902,high,1
-1.372482356,1.153590343,-3.870230338,1.386349397,0.112175958,-1.622491687,-3.242344115,5.150578047,mid,0
-1.507375564,0.301700009,1.415730743,0.17553623,1.735089439,-2.488753833,-1.988389817,0.038309624,mid,1
2.804600926,0.932191564,1.859378743,-0.236555287,1.6776272,1.622585508,-1.08654641,-1.205522971,high,0
-0.462152412,-0.092944207,0.970559324,-0.239501922,2.682222355,-0.940104383,1.186824979,-2.547611688,mid,1
-1.691479408,-1.179369122,1.879495487,0.172254386,0.040781588,-1.553008621,-2.658669995,1.473972537,mid,1
-1.879147046,2.01527511,0.467666131,1.290644461,3.066422531,-3.450209196,-2.954500004,0.848998997,mid,1
0.875085474,0.900398588,0.930437819,0.451225319,0.614160866,0.555249826,1.687297478,-2.472502582,mid,1
-1.029042359,0.156693728,-1.767876353,1.023530644,2.579026596,-1.199147232,-1.937566395,2.22984031,mid,0
-2.526191803,1.218194712,-2.964107957,1.057368305,0.013400393,-0.194764328,-3.039507244,6.139791003,low,0
-0.626606293,0.444773808,-2.001976963,-0.825653683,-1.004325995,1.336763798,-3.435833896,5.90341947,mid,0
-1.003955604,1.754933072,1.664690412,0.018401631,0.681949669,-0.208977186,-2.757547064,1.990518283,mid,0
-2.943279437,-0.064688605,0.198043857,0.072874098,2.160605914,1.11896687,0.830309398,1.333307505,low,0
2.620600219,1.516394055,1.443351087,0.60211832,4.418122863,-0.102387221,1.055451228,-4.539756593,high,0
-0.829736842,0.933128072,-2.394705057,-0.222720701,-0.495245176,0.606225568,-2.167645752,4.495850657,mid,0
-0.340302552,-2.189921705,-0.635983495,1.194592221,1.849221256,2.632136787,-0.236242833,2.168489713,mid,0
1.218702788,-1.026369208,-1.303153743,1.230000573,-0.616302429,0.552604859,2.411947245,-1.809406441,mid,1
-1.206057134,-0.97012426,1.254544442,-0.397557765,0.913498068,-1.130863942,-1.156674634,0.211490402,mid,1
3.705487238,-0.509806693,1.391238459,0.034441012,2.61644188,1.264843582,0.675500748,-3.602931911,high,0
1.229636127,-0.194697296,0.220993099,-0.064188177,2.706917723,1.324897037,0.838422642,-1.41277742,mid,0
2.066091955,0.505965553,3.000233333,-0.728272202,-2.538662938,1.55423813,0.460465345,-2.029791697,high,1
-0.38730056,0.338552876,0.923577188,-0.937925577,-2.606485279,1.727888065,1.88934602,-0.40071984,mid,1
0.908310489,-0.735303461,-1.214161253,0.721479324,-2.416461388,1.079907852,2.470077871,-0.999024547,mid,1
0.568253738,-1.130203725,1.761163077,2.411676676,-0.951408461,1.824363208,-3.473423915,3.236020031,mid,0
-0.311151452,0.007880185,2.539680466,-0.325611052,-0.941834626,-0.380984715,-1.06200974,-0.356188149,mid,1
0.533200248,-1.237426638,0.689438591,0.109408472,0.319381069,1.826824253,-1.492708348,1.774599588,mid,0
1.145690001,0.388978729,0.645168869,0.251473609,0.237757316,2.200527691,-1.184058919,1.369036401,mid,0
0.207531174,0.505589242,0.787323356,1.489113108,-1.847637206,1.613676009,1.376254831,-0.45992594,mid,1
-0.682528716,0.336144963,-1.069972301,-0.22747626,0.178043908,1.494808381,-1.819081131,3.73310472,mid,0
0.311218968,0.687065796,-1.45037433,1.466540859,-0.190731913,0.854920806,-1.503883569,2.663637654,mid,0
1.474313935,1.991553302,1.239981812,-0.832061305,-0.989841708,0.914369268,1.494362697,-2.306028424,high,1
1.191308965,1.418531345,-0.131020253,-2.487808657,-0.811343458,0.947457816,1.764918134,-1.578098582,mid,1
-1.713308099,-1.217282692,0.177119547,0.159462507,1.174452937,-0.929263873,-2.560367868,2.57936121,mid,1
2.199594026,0.091752484,0.15569671,0.252240396,-0.114058887,3.599439343,-0.520453087,1.329407916,high,0
0.326707107,0.184710475,1.191903925,0.937915538,-3.173768867,1.699960824,1.692196092,-0.746841139,mid,1
-1.297285147,0.664702745,0.639154808,-0.552920837,-0.342560644,-0.123595631,-3.038687343,3.319118047,mid,1
-1.753570065,-0.339122279,-1.458959072,0.370061115,0.851361474,0.886449047,-0.24223685,2.651557136,mid,0
-0.916011136,0.185175537,2.47873508,0.425444864,-1.275787004,2.116379246,0.78984752,0.043413234,mid,1
-0.319937994,0.685507739,1.935648291,1.848608833,-0.091017049,0.78203273,-3.498167369,2.882477368,mid,0
-1.172846419,-0.585927673,0.931075951,0.329106779,0.816702944,-0.904884576,-1.665956915,1.026887374,mid,1
0.718754498,-1.05014074,1.081904796,0.757495149,-2.435389342,1.511806336,1.438938046,-0.976277352,mid,1
0.892416813,-0.073972864,2.720709948,-0.075665604,0.354992911,1.269066583,0.257309157,-1.678723915,mid,1
-1.313540254,0.496873591,1.737739559,1.069771455,-0.065523997,-1.170446254,-1.207365554,0.218314083,mid,0
-1.44115321,0.258661148,-2.5115873,0.212739776,0.732817936,-0.454035407,0.246539391,1.755075377,mid,0
0.98174858,-1.038543821,1.094977915,-1.631275815,0.696257691,1.632662723,-1.531013629,1.071268526,mid,0
1.708636619,1.399594645,1.974470074,-1.342127748,-0.816035231,1.034399848,0.764508595,-2.165992255,high,1
-1.013813877,0.678946988,-1.320588497,-0.812402349,0.0392883,2.121999288,-3.236141214,5.869365975,mid,0
-4.312772555,-1.01059822,-2.419120251,-0.515218394,-0.635693675,1.959753042,-3.678695189,9.138530112,low,0
-1.46229436,-2.177065046,2.093520718,0.178476664,1.720810053,-2.65258504,-0.145841958,-2.226720216,mid,1
-2.69876954,0.950015829,-1.396004468,0.243004722,3.001126191,-2.046322104,-3.710807953,4.133671507,low,1
-0.244803403,0.876046793,0.711476181,1.472670676,-1.043996996,1.863280435,-2.568314906,3.586403953,mid,0
-1.854068241,0.103438129,-0.159637503,2.04207604,4.917480579,-3.059366798,0.678487599,-2.330425262,mid,1
2.457321796,-2.152383545,0.662554793,0.876455646,-1.694139749,0.858183402,1.433402851,-2.447797979,high,1
3.169737314,-1.967069704,0.834333456,-1.117186462,-0.311958157,3.486447099,-1.22512932,0.917488243,high,0
4.187796436,-0.948916521,1.151704935,1.747363198,1.738444768,2.315987314,0.613267089,-2.852583798,high,0
-0.925732952,0.692855756,-3.481535351,0.734637545,0.975335222,-1.676366876,-0.091231021,1.455863143,mid,0
3.342266759,1.370536144,1.326497331,0.6952029,0.156780772,0.271671372,0.938834383,-3.720943357,high,1
-2.090197971,1.180640912,-0.328096984,-0.627313446,2.690724549,1.429656771,-0.982891096,2.880461099,low,0
-1.368585799,-0.989957793,-2.593268829,-0.03500761,-0.514920922,1.492236676,-2.882571905,6.223917263,mid,0
-0.726947884,3.24309297,0.812424308,2.307916251,-0.225052603,0.577718814,-1.020646513,1.381428568,mid,1
2.273867269,-0.878323077,0.411804584,-0.378007899,-0.635157391,0.394010792,1.963005358,-3.196492995,high,1
-2.14935638,0.408052847,-2.339644107,0.550797572,2.404087617,-1.268604354,-0.280631432,1.73988465,low,0
1.638957441,0.640479795,1.007080501,-0.190503106,1.43609724,0.775641174,-0.512414126,-0.978706735,high,0
1.162355261,0.67893129,1.366466991,-0.136995489,-1.41543516,1.01131986,1.754213637,-2.268914064,mid,1
1.844494228,-1.820603301,1.109962527,0.270057358,1.778797779,0.954034969,-0.410592685,-1.223637547,high,0
-0.839286184,1.362562853,1.541874008,1.640614563,0.685240036,-0.611514207,-1.524191261,0.532079681,mid,1
-0.087956793,0.453508713,0.268499753,-0.982294034,0.292171019,2.166931009,-1.271582945,2.453212901,mid,0
-4.565791151,-0.811000864,-1.435192983,-1.11404645,1.645210878,0.71891358,-1.40576157,5.310312898,low,0
-0.074620678,0.858014195,3.141011794,-0.828196273,-2.608290734,1.447001115,-1.132939985,0.737125708,mid,1
0.696901412,-0.287447519,1.213312569,0.287328904,3.60905843,-0.944557238,0.416324043,-2.923121638,mid,0
2.32272438,-0.116229043,1.703694822,0.214713183,1.139871196,1.925706657,-1.601657508,-0.003991956,high,0
1.619005203,-0.607354433,0.924790893,-0.077221045,-1.406524872,1.04597975,1.303293123,-1.864246973,high,1
0.88435785,-1.372859451,-2.843762012,0.3514799,0.52278016,-0.102283637,-1.87897043,2.689229189,mid,0
-1.861844847,0.793175688,0.425431897,-0.122057132,2.422147894,-2.180379806,-1.83634494,0.776018096,mid,1
0.611235423,-0.815375628,-1.438662688,-1.066234932,0.392579724,0.775978683,0.504488355,0.402254232,mid,0
1.948334763,-1.161783844,1.131681554,-0.283138897,-0.215945646,2.633095706,-1.923705795,1.623486103,high,0
0.948327862,-0.525879676,0.367698539,0.177750106,-2.940293338,1.397130938,1.930726813,-1.139114779,mid,1
0.003238211,1.01263741,-1.722610289,-0.158153844,2.151215157,-0.918534191,-0.410122691,0.36007986,mid,0
0.362875163,0.37334856,-2.219940778,0.31237821,1.450657875,-0.057850901,-0.139747309,0.870241257,mid,0
-0.126378013,0.229074688,0.14479484,1.074318013,1.990936345,2.530520646,0.254837617,1.009404469,mid,0
1.166801779,0.951549771,0.733713481,-1.021162458,3.519705979,0.142493679,0.700822628,-2.485876821,mid,0
-1.327648847,1.036087651,-0.364604976,-1.422974925,3.777740404,-1.30840689,-0.664709637,0.085278075,mid,1
-0.439384689,-1.288307617,2.962472376,0.292715482,-2.070373327,2.055252978,0.879076211,-0.517951044,mid,1
0.383266576,-0.904614375,3.130463741,1.172756845,-0.282523368,1.744135024,0.051854143,-0.951230917,mid,1
-1.353664024,-0.985803809,-1.780021459,-0.284155098,1.524552378,0.859058593,-1.10223951,3.230116273,mid,0
0.120240641,-0.179093285,-0.126429638,0.395819781,2.650320651,1.312506092,0.284383024,0.046941662,mid,0
-1.647458396,-0.393052757,1.733941012,1.001631825,-1.421018635,-1.104165658,-3.823780507,3.21778179,mid,1
-0.338341977,-2.075588009,2.241688576,-0.086069693,0.421552657,-0.162868999,-0.597527751,-0.733927536,mid,1
-2.175363307,0.060085995,0.760813121,0.388312005,0.691178721,-1.413562974,-3.311912288,3.02584511,low,1
2.082376577,1.041724664,1.337130264,0.583544303,1.600512611,0.954370472,-0.936493613,-0.984085455,high,0
-0.086829554,0.502744807,-1.78600117,-2.49327082,0.243762231,2.728938908,-2.753986043,5.437040075,mid,0
-0.831170886,1.068379334,0.484431629,0.60412089,2.402399348,1.910683751,0.471409389,0.579324329,mid,0
-2.265688936,-0.26265952,0.130405539,-0.336386945,0.481721242,-1.96983902,-4.549229679,4.298264676,low,1
-2.302238815,-0.973378838,2.620390676,1.007133336,2.964565141,4.213784983,0.710661053,1.454840887,low,0
-0.861469953,-0.731631739,1.165680216,1.890440685,-0.459410389,-0.052118653,-2.536467896,2.31993977,mid,1
3.791134399,-0.535335087,0.81351345,0.358453618,1.404628903,2.419644791,0.790897187,-2.422155548,high,0
1.247638735,1.170198709,1.686772467,0.134296497,-0.885478581,1.127271241,1.068987528,-1.903229888,high,1
1.294890613,0.573744421,-0.459365565,-1.276304417,-1.233725373,0.921768756,1.867247003,-1.47887368,high,1
-0.458417531,-0.739371407,0.775695734,1.191899334,0.765649541,0.327290556,-0.783341052,0.637015871,mid,1
-2.974783845,-0.831954917,-1.507150444,-0.638282727,0.40112429,0.839479635,-0.343748071,3.640839959,low,0
0.975270067,-0.238110436,1.314209868,0.046002747,-1.274258516,1.514249807,0.819695447,-0.936598554,mid,1
1.290962802,0.07125375,-3.477297703,-1.293507625,-0.348791391,-0.870816254,-3.545631634,4.03561118,high,0
0.119423493,0.911362722,0.631347466,0.105753791,2.012882015,0.689244637,-0.558969675,0.113431053,mid,0
-0.734257309,0.491429453,2.645818527,0.569760357,-1.93173577,2.208844748,0.655288502,0.145874771,mid,1
-0.103045953,-1.176173337,2.220430818,0.487560297,-0.640073059,0.343742647,-1.020543741,0.069659879,mid,1
0.686048812,2.281651837,1.491249625,-0.617641677,-1.190731478,1.42258967,0.897444273,-1.000891909,mid,1
0.170777388,0.695402475,-1.752742697,-1.14100851,0.524592605,0.775952044,-0.041248278,1.363489038,mid,0
1.846737736,-0.413605533,0.313190688,1.887687657,0.440326932,2.470734785,-0.387383321,0.491070932,high,0
-0.048074651,1.065171966,-2.018420569,1.452616745,-0.121080379,0.866813111,-1.458736766,3.187203377,mid,0
-1.945755663,-1.776011754,3.418264402,1.063940988,-1.900743044,2.659744232,0.326517719,1.084947859,low,1
-1.215414917,-0.608226507,1.781908241,0.363115628,3.002959453,-2.430122974,0.912169374,-3.314831818,mid,1
-1.181624543,0.1409827,-0.6704106,1.588626928,2.820285575,0.064882692,0.208647376,0.444954286,mid,0
2.356018684,2.673411338,0.827269013,23.0840732,0.714807877,2.375957419,-0.623693805,-0.044450714,high,0
3.083287139,-0.139397201,1.170234541,0.739653152,1.233433756,2.35097904,-0.497291624,-0.967148889,high,0
0.037124504,-1.561493222,0.975520106,1.503419828,-3.474184893,2.210380568,1.120326468,0.504550059,mid,1
0.899638367,-19.90661883,-0.110513885,23.56910418,0.00625674,2.600531995,-0.634099232,1.770649897,mid,0
-2.811519566,0.603094685,-1.695593021,-0.850535279,0.37671817,1.536351055,-3.032137536,6.630808939,low,0
-1.240167129,-1.771068553,1.581515083,0.47154238,-1.096541656,-0.442092368,-1.451590624,1.179435248,mid,1
0.238452149,1.667224112,1.777514261,1.523238622,0.824045656,1.536614147,0.064548296,-0.430031941,mid,1
0.473721976,0.007178467,-1.187708194,-2.086477658,0.190515167,1.432637642,-1.346064064,2.553738127,mid,0
0.796737894,-0.0990943,0.449209699,-0.602820656,1.164644123,1.676752509,-0.569893003,0.605473942,mid,0
-1.760873913,-1.831682247,-1.125452782,-1.051309912,1.906499432,1.122613574,-0.772790368,2.896640237,mid,0
-1.812073906,-0.142146537,-1.016039847,0.338687318,0.490724493,1.237026976,-1.640974192,4.045124293,mid,0
-0.290047136,1.497431683,-0.8167816,1.857702344,1.899878408,0.425126551,-0.676810036,1.199813742,mid,0
-1.067782846,1.263706678,0.692952743,-0.846315977,0.804458169,0.313417632,-1.690420559,1.922041241,mid,0
1.40624958,2.095843502,-2.393281926,1.594442392,0.927594087,0.026301997,-1.164930999,1.410251357,high,0
